polygon_id;point_code_vervang;grts_ranking;rank_rel_polygon;rank_rel_buffer;x;y
342352_v2020;732114_1;20130770;8;8;230813,59;194830,11
342352_v2020;732114_1;27470802;9;9;230749,59;194830,11
342352_v2020;732114_1;32189394;10;10;230749,59;194702,11
342352_v2020;732114_1;36383698;11;11;230749,59;194734,11
342352_v2020;732114_1;44248018;12;12;230749,59;194798,11
342352_v2020;732114_1;46869458;13;13;230813,59;194670,11
342352_v2020;732114_1;48966610;14;14;230749,59;194670,11
342352_v2020;732114_1;49490898;15;15;230813,59;194862,11
342352_v2020;732114_1;51063762;16;16;230813,59;194734,11
342352_v2020;732114_1;53160914;17;17;230781,59;194734,11
342352_v2020;732114_1;56830930;18;18;230717,59;194830,11
342352_v2020;732114_1;61025234;19;19;230781,59;194798,11
342352_v2020;732114_1;65743826;20;20;230781,59;194702,11
356487_v2020;3351638_1;24323158;1;1;184221,59;194478,11
356487_v2020;3351638_1;26420310;2;2;184189,59;194478,11
356487_v2020;3351638_1;30614614;3;3;184125,59;194510,11
356487_v2020;3351638_1;34874454;4;4;184157,59;194542,11
356487_v2020;3351638_1;36906070;5;5;184253,59;194446,11
356487_v2020;3351638_1;39003222;6;6;184189,59;194446,11
356487_v2020;3351638_1;40051798;7;7;184125,59;194382,11
356487_v2020;3351638_1;41100374;8;8;184253,59;194478,11
356487_v2020;3351638_1;45294678;9;9;184285,59;194478,11
356487_v2020;3351638_1;51586134;10;10;184125,59;194446,11
356487_v2020;3351638_1;64169046;11;11;184125,59;194478,11
357136_v2020;983346_1;4522290;1;;221533,59;183214,11
357136_v2020;983346_1;8716594;2;1;221501,59;183214,11
357136_v2020;983346_1;13697330;3;2;221437,59;183214,11
357136_v2020;983346_1;17760562;4;3;221437,59;183278,11
357136_v2020;983346_1;21299506;5;;221533,59;183246,11
357136_v2020;983346_1;25493810;6;4;221469,59;183214,11
357136_v2020;983346_1;30474546;7;5;221437,59;183246,11
357136_v2020;983346_1;42271026;8;6;221501,59;183246,11
357136_v2020;983346_1;47251762;9;7;221405,59;183246,11
357136_v2020;983346_1;59048242;10;8;221469,59;183246,11
357136_v2020;983346_1;64028978;11;9;221405,59;183214,11
357286_v2020;2746674_1;9300274;1;1;226013,59;183374,11
357286_v2020;2746674_1;11135282;2;2;226109,59;183470,11
357286_v2020;2746674_1;14543154;3;3;226045,59;183406,11
357286_v2020;2746674_1;15329586;4;4;226173,59;183470,11
357286_v2020;2746674_1;19523890;5;5;226077,59;183438,11
357286_v2020;2746674_1;31320370;6;6;226013,59;183438,11
357286_v2020;2746674_1;36301106;7;7;226109,59;183438,11
357286_v2020;2746674_1;40495410;8;8;226141,59;183438,11
357286_v2020;2746674_1;42854706;9;9;226045,59;183374,11
357286_v2020;2746674_1;48097586;10;10;226045,59;183438,11
357286_v2020;2746674_1;48884018;11;11;226141,59;183470,11
357286_v2020;2746674_1;53078322;12;12;226077,59;183406,11
357286_v2020;2746674_1;54126898;13;13;226077,59;183374,11
358354_v2020;940882_1;5135186;1;1;235805,59;196014,11
358354_v2020;940882_1;9067346;2;2;235773,59;196014,11
358354_v2020;940882_1;17455954;3;3;235773,59;195982,11
358354_v2020;940882_1;34233170;4;4;235741,59;195982,11
358354_v2020;940882_1;42621778;5;5;235773,59;196046,11
358354_v2020;940882_1;51010386;6;6;235773,59;195950,11
358354_v2020;940882_1;55466834;7;7;235805,59;196046,11
358354_v2020;940882_1;59398994;8;8;235741,59;196014,11
358804_v2020;4763782_1;3715206;1;1;179069,59;184622,11
358804_v2020;4763782_1;11055238;2;2;179133,59;184686,11
358804_v2020;4763782_1;14200966;3;3;179069,59;184686,11
358804_v2020;4763782_1;21540998;4;4;179101,59;184654,11
358804_v2020;4763782_1;27832454;5;5;179133,59;184718,11
358804_v2020;4763782_1;44609670;6;6;179101,59;184686,11
358804_v2020;4763782_1;47755398;7;7;179069,59;184718,11
358804_v2020;4763782_1;61386886;8;8;179101,59;184718,11
360517_v2020;3927238_1;15461574;1;1;162429,59;179438,11
360517_v2020;3927238_1;18083014;2;2;162461,59;179406,11
360517_v2020;3927238_1;40103110;3;3;162429,59;179406,11
360517_v2020;3927238_1;56880326;4;4;162397,59;179406,11
360517_v2020;3927238_1;65793222;5;5;162397,59;179438,11
380719_v2020;1528758_1;6771638;1;1;216285,59;198254,11
380719_v2020;1528758_1;15160246;2;2;216253,59;198286,11
380719_v2020;1528758_1;18305974;3;3;216317,59;198222,11
380719_v2020;1528758_1;23024566;4;4;216381,59;198286,11
380719_v2020;1528758_1;23548854;5;5;216317,59;198286,11
380719_v2020;1528758_1;30888886;6;6;216253,59;198190,11
380719_v2020;1528758_1;31937462;7;7;216253,59;198254,11
380719_v2020;1528758_1;35083190;8;8;216285,59;198222,11
380719_v2020;1528758_1;39801782;9;9;216349,59;198254,11
380719_v2020;1528758_1;40326070;10;10;216285,59;198286,11
380719_v2020;1528758_1;47666102;11;11;216253,59;198222,11
380719_v2020;1528758_1;51860406;12;12;216285,59;198190,11
380719_v2020;1528758_1;56054710;13;13;216285,59;198158,11
380719_v2020;1528758_1;56578998;14;14;216349,59;198286,11
380719_v2020;1528758_1;57103286;15;15;216317,59;198254,11
380719_v2020;1528758_1;65491894;16;16;216221,59;198286,11
380730_v2020;80822_1;8469430;3;1;214013,59;196814,11
380730_v2020;80822_1;9255862;5;2;213917,59;196846,11
380730_v2020;80822_1;25246646;16;3;213981,59;196782,11
380730_v2020;80822_1;26033078;17;4;213949,59;196846,11
380730_v2020;80822_1;27081654;19;5;213885,59;196846,11
380730_v2020;80822_1;37829558;27;6;213949,59;196814,11
380730_v2020;80822_1;38615990;29;7;213981,59;196846,11
380730_v2020;80822_1;39926710;31;8;213885,59;196814,11
380730_v2020;80822_1;42023862;33;9;214013,59;196782,11
380730_v2020;80822_1;44448694;36;10;214045,59;196782,11
380730_v2020;80822_1;50412470;39;11;213981,59;196718,11
380730_v2020;80822_1;54606774;43;12;213917,59;196814,11
380730_v2020;80822_1;55393206;45;13;214013,59;196846,11
380730_v2020;80822_1;58801078;48;14;213981,59;196814,11
380730_v2020;80822_1;61225910;53;15;214045,59;196814,11
380730_v2020;80822_1;63585206;55;16;214045,59;196846,11
380730_v2020;867254_1;1915830;1;1;213853,59;196910,11
380730_v2020;867254_1;5061558;2;2;213981,59;196878,11
380730_v2020;867254_1;8469430;3;3;214013,59;196814,11
380730_v2020;867254_1;9255862;5;4;213917,59;196846,11
380730_v2020;867254_1;10304438;7;5;213853,59;196878,11
380730_v2020;867254_1;13253558;8;6;214045,59;196878,11
380730_v2020;867254_1;13450166;9;7;213981,59;196910,11
380730_v2020;867254_1;16595894;10;8;213917,59;196974,11
380730_v2020;867254_1;17644470;11;9;213917,59;196910,11
380730_v2020;867254_1;18693046;12;10;213853,59;196942,11
380730_v2020;867254_1;19741622;13;11;213885,59;196974,11
380730_v2020;867254_1;20790198;14;12;213981,59;197006,11
380730_v2020;867254_1;21838774;15;13;214013,59;196878,11
380730_v2020;867254_1;26033078;17;14;213949,59;196846,11
380730_v2020;867254_1;27081654;19;15;213885,59;196846,11
380730_v2020;867254_1;30227382;21;16;214013,59;196942,11
380730_v2020;867254_1;33373110;22;17;213949,59;196974,11
380730_v2020;867254_1;34421686;23;18;213949,59;196942,11
380730_v2020;867254_1;35470262;24;19;213885,59;196910,11
380730_v2020;867254_1;36518838;25;20;213853,59;196974,11
380730_v2020;867254_1;37567414;26;21;214013,59;196974,11
380730_v2020;867254_1;37829558;27;22;213949,59;196814,11
380730_v2020;867254_1;38615990;29;23;213981,59;196846,11
380730_v2020;867254_1;39926710;31;24;213885,59;196814,11
380730_v2020;867254_1;42810294;34;25;213949,59;196878,11
380730_v2020;867254_1;43858870;35;26;213885,59;196878,11
380730_v2020;867254_1;47004598;37;27;213981,59;196942,11
380730_v2020;867254_1;50150326;38;28;213949,59;197006,11
380730_v2020;867254_1;51198902;40;29;213917,59;196942,11
380730_v2020;867254_1;52247478;41;30;213885,59;196942,11
380730_v2020;867254_1;54344630;42;31;213981,59;196974,11
380730_v2020;867254_1;54606774;43;32;213917,59;196814,11
380730_v2020;867254_1;55393206;45;33;214013,59;196846,11
380730_v2020;867254_1;56703926;47;34;213853,59;196814,11
380730_v2020;867254_1;58801078;48;35;213981,59;196814,11
380730_v2020;867254_1;59390902;50;36;214045,59;196910,11
380730_v2020;867254_1;59587510;51;37;213917,59;196878,11
380730_v2020;867254_1;60636086;52;38;213853,59;196846,11
380730_v2020;867254_1;61225910;53;39;214045,59;196814,11
380730_v2020;867254_1;63585206;55;40;214045,59;196846,11
380730_v2020;867254_1;63781814;57;41;214013,59;196910,11
380730_v2020;867254_1;66927542;58;42;213917,59;197006,11
382203_v2016;1097398_1;34651830;1;1;218013,59;189390,11
384251_v2018;30418_1;1078994;1;1;225981,59;187726,11
384251_v2018;30418_1;3176146;2;2;226013,59;187758,11
384251_v2018;30418_1;4224722;3;3;225853,59;187694,11
384251_v2018;30418_1;5273298;4;4;226013,59;187694,11
384251_v2018;30418_1;6321874;5;5;225885,59;187758,11
384251_v2018;30418_1;8419026;6;6;225853,59;187662,11
384251_v2018;30418_1;9467602;7;7;226013,59;187662,11
384251_v2018;30418_1;12613330;8;8;225885,59;187694,11
384251_v2018;30418_1;13661906;9;9;225949,59;187630,11
384251_v2018;30418_1;15759058;10;10;225981,59;187758,11
384251_v2018;30418_1;16807634;11;11;225885,59;187662,11
384251_v2018;30418_1;17856210;12;12;225949,59;187726,11
384251_v2018;30418_1;21001938;13;13;225821,59;187694,11
384251_v2018;30418_1;23099090;14;14;225917,59;187758,11
384251_v2018;30418_1;29390546;15;15;225917,59;187726,11
384251_v2018;30418_1;30439122;16;16;225981,59;187630,11
384251_v2018;30418_1;32536274;17;17;225949,59;187758,11
384251_v2018;30418_1;38827730;18;18;226013,59;187726,11
384251_v2018;30418_1;46167762;19;19;225917,59;187694,11
384251_v2018;30418_1;47216338;20;20;225981,59;187662,11
384251_v2018;30418_1;54556370;21;21;225821,59;187726,11
384251_v2018;30418_1;58750674;22;22;225821,59;187662,11
384251_v2018;30418_1;63993554;23;23;225949,59;187662,11
385647_v2016;733862_1;34288294;1;1;197789,59;174350,11
392297_v2018;359122_1;3766994;1;1;222557,59;188398,11
392297_v2018;359122_1;4553426;2;2;222365,59;188430,11
392297_v2018;359122_1;7961298;3;3;222557,59;188462,11
392297_v2018;359122_1;8747730;4;4;222461,59;188430,11
392297_v2018;359122_1;12155602;5;5;222493,59;188398,11
392297_v2018;359122_1;12942034;6;6;222397,59;188462,11
392297_v2018;359122_1;16349906;7;7;222525,59;188494,11
392297_v2018;359122_1;17136338;8;8;222429,59;188462,11
392297_v2018;359122_1;20544210;9;9;222557,59;188430,11
392297_v2018;359122_1;21330642;10;10;222397,59;188430,11
392297_v2018;359122_1;25524946;11;11;222429,59;188398,11
392297_v2018;359122_1;28932818;12;12;222493,59;188430,11
392297_v2018;359122_1;29719250;13;13;222365,59;188494,11
392297_v2018;359122_1;33127122;14;14;222493,59;188462,11
392297_v2018;359122_1;33913554;15;15;222429,59;188494,11
392297_v2018;359122_1;38107858;16;16;222397,59;188398,11
392297_v2018;359122_1;42302162;17;17;222461,59;188398,11
392297_v2018;359122_1;45710034;18;18;222525,59;188430,11
392297_v2018;359122_1;46496466;19;19;222365,59;188462,11
392297_v2018;359122_1;49904338;20;20;222525,59;188462,11
392297_v2018;359122_1;50690770;21;21;222461,59;188494,11
392297_v2018;359122_1;54885074;22;22;222365,59;188398,11
392297_v2018;359122_1;55999186;23;23;222525,59;188366,11
392297_v2018;359122_1;58292946;24;24;222557,59;188494,11
392297_v2018;359122_1;59079378;25;25;222429,59;188430,11
392297_v2018;359122_1;60193490;26;26;222557,59;188366,11
392297_v2018;359122_1;62487250;27;27;222525,59;188398,11
392297_v2018;359122_1;63273682;28;28;222397,59;188494,11
392297_v2018;359122_1;66681554;29;29;222493,59;188494,11
410356_v2020;709330_1;17486546;1;1;220253,59;193262,11
410356_v2020;709330_1;30069458;2;2;220285,59;193326,11
410356_v2020;709330_1;32166610;3;3;220317,59;193262,11
410356_v2020;709330_1;34263762;4;4;220253,59;193294,11
410356_v2020;709330_1;42652370;5;5;220221,59;193294,11
410356_v2020;709330_1;44749522;6;6;220317,59;193326,11
410356_v2020;709330_1;48943826;7;7;220317,59;193294,11
410356_v2020;709330_1;51040978;8;8;220285,59;193294,11
410356_v2020;709330_1;51827410;9;9;220349,59;193230,11
410356_v2020;709330_1;65721042;10;10;220349,59;193262,11
412737_v2020;379222_1;1427798;1;1;183773,59;189582,11
412737_v2020;379222_1;51759446;2;2;183805,59;189550,11
413007_v2020;946518_1;5140822;1;1;184893,59;190638,11
413007_v2020;946518_1;21918038;2;2;184893,59;190670,11
413007_v2020;946518_1;38695254;3;3;184861,59;190670,11
413007_v2020;946518_1;41054550;4;4;184861,59;190702,11
413007_v2020;946518_1;57831766;5;5;184861,59;190734,11
413191_v2020;1487190_1;1749334;1;1;184573,59;191022,11
413191_v2020;1487190_1;9875798;2;2;184701,59;191054,11
413191_v2020;1487190_1;14332246;3;3;184573,59;190958,11
413191_v2020;1487190_1;18264406;4;4;184637,59;190958,11
413191_v2020;1487190_1;22720854;5;5;184509,59;190958,11
413191_v2020;1487190_1;31109462;6;6;184541,59;190990,11
413191_v2020;1487190_1;35041622;7;7;184637,59;190990,11
413191_v2020;1487190_1;43430230;8;8;184669,59;191022,11
413191_v2020;1487190_1;47886678;9;9;184541,59;190958,11
413191_v2020;1487190_1;56029526;10;10;184541,59;190926,11
413191_v2020;1487190_1;60207446;11;11;184669,59;191054,11
413191_v2020;1487190_1;64663894;12;12;184573,59;190990,11
414144_v2020;201938_1;11122898;1;1;218749,59;198126,11
414144_v2020;201938_1;15317202;2;2;218717,59;198190,11
414144_v2020;201938_1;19511506;3;;218685,59;198222,11
414144_v2020;201938_1;46774482;4;;218653,59;198254,11
414144_v2020;201938_1;61454546;5;3;218717,59;198158,11
414571_v2020;626614_1;14258102;1;1;217053,59;197230,11
414571_v2020;626614_1;56201142;2;;217085,59;197294,11
415309_v2020;1009222_1;63333958;1;1;172989,59;166862,11
415369_v2018;966569_1;4112297;1;1;125341,59;199182,11
415369_v2018;966569_1;5160873;2;2;125213,59;199182,11
415369_v2018;966569_1;16695209;3;3;125373,59;199246,11
415369_v2018;966569_1;17743785;4;4;125277,59;199150,11
415369_v2018;966569_1;26132393;5;5;125309,59;199246,11
415369_v2018;966569_1;29638569;6;6;125309,59;199118,11
415369_v2018;966569_1;30326697;7;7;125245,59;199246,11
415369_v2018;966569_1;33472425;8;8;125341,59;199246,11
415369_v2018;966569_1;34521001;9;9;125277,59;199182,11
415369_v2018;966569_1;37666729;10;10;125373,59;199150,11
415369_v2018;966569_1;38715305;11;11;125245,59;199182,11
415369_v2018;966569_1;42909609;12;12;125277,59;199214,11
415369_v2018;966569_1;46415785;13;13;125277,59;199118,11
415369_v2018;966569_1;51298217;14;14;125309,59;199182,11
415369_v2018;966569_1;54443945;15;15;125341,59;199150,11
415369_v2018;966569_1;59686825;16;16;125309,59;199214,11
415369_v2018;966569_1;67026857;17;17;125341,59;199214,11
420844_v2020;1276854_1;4160438;1;1;213309,59;196302,11
420844_v2020;1276854_1;8354742;2;2;213341,59;196270,11
420866_v2020;1653686_1;41499574;1;1;213597,59;196686,11
421712_v2020;670646_1;3816374;1;1;214109,59;196974,11
421712_v2020;670646_1;4864950;2;2;214109,59;196878,11
421712_v2020;670646_1;9059254;3;3;214077,59;196910,11
421712_v2020;670646_1;17447862;4;4;214141,59;196942,11
421712_v2020;670646_1;20593590;5;5;214141,59;197006,11
421712_v2020;670646_1;25836470;6;6;214077,59;196942,11
421712_v2020;670646_1;30030774;7;7;214077,59;196878,11
421712_v2020;670646_1;34225078;8;8;214109,59;196942,11
421712_v2020;670646_1;36322230;9;9;214173,59;197006,11
421712_v2020;670646_1;42613686;10;10;214045,59;196942,11
421712_v2020;670646_1;51002294;11;11;214141,59;196910,11
421712_v2020;670646_1;53099446;12;12;214173,59;196974,11
421712_v2020;670646_1;54148022;13;13;214141,59;196974,11
421712_v2020;670646_1;58342326;14;14;214077,59;196974,11
423938_v2020;2633298_1;17313362;2;1;237501,59;186862,11
423938_v2020;2633298_1;17329746;4;2;237501,59;186830,11
423938_v2020;2633298_1;50884178;10;3;237469,59;186798,11
423938_v2020;2633298_1;59272786;15;4;237469,59;186766,11
423938_v2020;552530_1;6843986;1;;237437,59;186702,11
423938_v2020;552530_1;17313362;2;1;237501,59;186862,11
423938_v2020;552530_1;17329746;4;2;237501,59;186830,11
423938_v2020;552530_1;36204114;6;;237405,59;186638,11
423938_v2020;552530_1;40398418;7;;237437,59;186670,11
423938_v2020;552530_1;42495570;8;3;237469,59;186734,11
423938_v2020;552530_1;48787026;9;;237373,59;186670,11
423938_v2020;552530_1;50884178;10;4;237469,59;186798,11
423938_v2020;552530_1;52981330;12;;237405,59;186606,11
423938_v2020;552530_1;57175634;13;;237405,59;186670,11
423938_v2020;552530_1;58224210;14;5;237437,59;186734,11
423938_v2020;552530_1;59272786;15;6;237469,59;186766,11
425381_v2020;1582166_1;8946774;1;1;183805,59;194638,11
425381_v2020;1582166_1;35161174;3;2;183805,59;194670,11
425381_v2020;1582166_1;59278422;7;3;183773,59;194638,11
425381_v2020;1606742_1;8946774;1;1;183805,59;194638,11
425381_v2020;1606742_1;35161174;3;2;183805,59;194670,11
425381_v2020;1606742_1;50889814;5;3;183741,59;194574,11
425381_v2020;1606742_1;55084118;6;4;183741,59;194606,11
425381_v2020;1606742_1;59278422;7;5;183773,59;194638,11
425385_v2020;1582166_1;13141078;1;1;183773,59;194574,11
425385_v2020;1582166_1;18359382;3;2;183837,59;194574,11
425385_v2020;1582166_1;46695510;5;3;183773,59;194542,11
425385_v2020;1582166_1;47719510;6;4;183837,59;194606,11
425385_v2020;1582166_1;63472726;8;5;183805,59;194574,11
425385_v2020;1606742_1;13141078;1;1;183773,59;194574,11
425385_v2020;1606742_1;18359382;3;2;183837,59;194574,11
425385_v2020;1606742_1;47719510;6;3;183837,59;194606,11
425385_v2020;1606742_1;63472726;8;4;183805,59;194574,11
437242_v2018;225246_1;3833822;3;1;159261,59;225454,11
437242_v2018;225246_1;4419550;4;2;159197,59;225550,11
437242_v2018;225246_1;5730270;6;3;159229,59;225486,11
437242_v2018;225246_1;7241694;7;4;159261,59;225646,11
437242_v2018;225246_1;8613854;10;5;159197,59;225614,11
437242_v2018;225246_1;11759582;16;6;159165,59;225646,11
437242_v2018;225246_1;12808158;17;7;159165,59;225582,11
437242_v2018;225246_1;18776030;27;8;159261,59;225614,11
437242_v2018;225246_1;21196766;29;9;159229,59;225550,11
437242_v2018;225246_1;22507486;32;10;159229,59;225454,11
437242_v2018;225246_1;22970334;33;11;159261,59;225518,11
437242_v2018;225246_1;25391070;36;12;159229,59;225582,11
437242_v2018;225246_1;35553246;49;13;159261,59;225582,11
437242_v2018;225246_1;37973982;53;14;159229,59;225518,11
437242_v2018;225246_1;39284702;56;15;159197,59;225486,11
437242_v2018;225246_1;41119710;57;16;159197,59;225646,11
437242_v2018;225246_1;42168286;60;17;159197,59;225582,11
437242_v2018;225246_1;54165470;76;18;159261,59;225486,11
437242_v2018;225246_1;54751198;77;19;159197,59;225518,11
437242_v2018;225246_1;56524766;80;20;159261,59;225550,11
437242_v2018;225246_1;57896926;81;21;159229,59;225646,11
437242_v2018;225246_1;58945502;84;22;159229,59;225614,11
437242_v2018;225246_1;63139806;89;23;159165,59;225614,11
437242_v2018;688094_1;8028126;8;1;159261,59;225422,11
437242_v2018;688094_1;9076702;11;2;159357,59;225358,11
437242_v2018;688094_1;9924574;13;3;159229,59;225390,11
437242_v2018;688094_1;11042782;15;4;159357,59;225230,11
437242_v2018;688094_1;13271006;18;5;159357,59;225294,11
437242_v2018;688094_1;16416734;23;6;159357,59;225390,11
437242_v2018;688094_1;17465310;25;7;159293,59;225358,11
437242_v2018;688094_1;21659614;30;8;159261,59;225294,11
437242_v2018;688094_1;24805342;34;9;159293,59;225422,11
437242_v2018;688094_1;25853918;37;10;159357,59;225326,11
437242_v2018;688094_1;30048222;40;11;159325,59;225294,11
437242_v2018;688094_1;33193950;44;12;159357,59;225422,11
437242_v2018;688094_1;34242526;46;13;159261,59;225358,11
437242_v2018;688094_1;38436830;54;14;159293,59;225294,11
437242_v2018;688094_1;41582558;58;15;159293,59;225390,11
437242_v2018;688094_1;42631134;61;16;159325,59;225358,11
437242_v2018;688094_1;43479006;63;17;159229,59;225422,11
437242_v2018;688094_1;44597214;64;18;159325,59;225230,11
437242_v2018;688094_1;46825438;65;19;159325,59;225262,11
437242_v2018;688094_1;49971166;70;20;159325,59;225390,11
437242_v2018;688094_1;51019742;72;21;159293,59;225326,11
437242_v2018;688094_1;55214046;78;22;159293,59;225262,11
437242_v2018;688094_1;58359774;82;23;159261,59;225390,11
437242_v2018;688094_1;59408350;85;24;159325,59;225326,11
437242_v2018;688094_1;63602654;90;25;159357,59;225262,11
437242_v2018;688094_1;65568734;94;26;159293,59;225230,11
437242_v2018;688094_1;66748382;95;27;159325,59;225422,11
437242_v2018;950238_1;2523102;1;1;159549,59;225550,11
437242_v2018;950238_1;3047390;2;2;159357,59;225678,11
437242_v2018;950238_1;5144542;5;3;159485,59;225550,11
437242_v2018;950238_1;8290270;9;4;159485,59;225678,11
437242_v2018;950238_1;9338846;12;5;159421,59;225518,11
437242_v2018;950238_1;10387422;14;6;159357,59;225518,11
437242_v2018;950238_1;13533150;19;7;159421,59;225582,11
437242_v2018;950238_1;14057438;20;8;159549,59;225678,11
437242_v2018;950238_1;14581726;21;9;159357,59;225582,11
437242_v2018;950238_1;15106014;22;10;159517,59;225614,11
437242_v2018;950238_1;16678878;24;11;159389,59;225646,11
437242_v2018;950238_1;17727454;26;12;159485,59;225614,11
437242_v2018;950238_1;19300318;28;13;159517,59;225550,11
437242_v2018;950238_1;21921758;31;14;159485,59;225518,11
437242_v2018;950238_1;25067486;35;15;159485,59;225646,11
437242_v2018;950238_1;26116062;38;16;159389,59;225518,11
437242_v2018;950238_1;28213214;39;17;159357,59;225710,11
437242_v2018;950238_1;30310366;41;18;159389,59;225582,11
437242_v2018;950238_1;30834654;42;19;159517,59;225646,11
437242_v2018;950238_1;31883230;43;20;159517,59;225582,11
437242_v2018;950238_1;33456094;45;21;159421,59;225678,11
437242_v2018;950238_1;34504670;47;22;159453,59;225582,11
437242_v2018;950238_1;35028958;48;23;159517,59;225710,11
437242_v2018;950238_1;36077534;50;24;159549,59;225518,11
437242_v2018;950238_1;36601822;51;25;159357,59;225646,11
437242_v2018;950238_1;37650398;52;26;159389,59;225710,11
437242_v2018;950238_1;38698974;55;27;159453,59;225550,11
437242_v2018;950238_1;41844702;59;28;159453,59;225678,11
437242_v2018;950238_1;42893278;62;29;159421,59;225550,11
437242_v2018;950238_1;47087582;66;30;159389,59;225614,11
437242_v2018;950238_1;47611870;67;31;159549,59;225646,11
