"";"point_code";"legacy_site";"main_type";"type";"phab";"polygon_id";"sac";"grts_ranking";"grts_ranking_draw";"measured_cycle1";"measurement_date";"selected_main_type";"selected_subtype";"panel";"jaar_opname_c2";"x_coord";"y_coord";"db_ref";"recording_givid"
"32";"1156230_2";FALSE;"6410";"6410_mo";20;"434343_v2018";0;13739142;1156230;TRUE;2015-06-09;TRUE;TRUE;1;2022;181411,7;181547,4;"1156230";"circle: IV2017022212325377; square: IV2017022213011877"
"33";"12274_1";FALSE;"4030";"4030";100;"357553_v2020";1;12274;12274;FALSE;NA;TRUE;FALSE;1;NA;239965,6;185454,1;NA;NA
"34";"13022_1";FALSE;"2330";"2330_bu";100;"546487_v2018";1;13022;13022;FALSE;NA;TRUE;TRUE;1;NA;154013,591973471;231214,113583292;NA;NA
"35";"143602_2";FALSE;"6410";"6410_mo";20;"676708_v2014";1;54669554;143602;TRUE;2016-07-01;TRUE;TRUE;1;2023;235539,3;174929,4;"143602";"circle: IV2017022415170190; square: IV2017022415353736"
"36";"225246_1";FALSE;"6230";"6230_ha";60;"437242_v2018";0;225246;225246;TRUE;2022-08-23;TRUE;TRUE;3;2027;159165,6;225550,1;"225246";"circle: IV2022092721013421; square: IV2022092721033725"
"37";"253621_1";FALSE;"1330";"1330_hpr";100;"443621_v2016";0;253621;253621;TRUE;2022-09-20;TRUE;TRUE;3;2027;69725,6;220238,1;"253621";"circle: IV2022092720593419; square: IV2022092721013740"
"38";"2741_1";FALSE;"2120";"2120";100;"590458_v2014";0;2741;2741;TRUE;2021-08-09;TRUE;FALSE;2;2025;64925,6;224238,1;"2741";"circle: IV2022030210174364; square: IV2022030210245061"
"39";"3026_1";FALSE;"4010";"4010";100;"562308_v2014";1;3026;3026;FALSE;NA;TRUE;FALSE;1;NA;228637,574;194030,14;NA;NA
"40";"36790_1";FALSE;"6230";"6230_hn";100;"421624_v2020";1;36790;36790;TRUE;2021-07-06;TRUE;TRUE;3;2026;217213,6;197838,1;"36790";"circle: IV2022032516105561"
"41";"38065_1";TRUE;"2160";"2160";95;"511729_v2020";1;17503409;38065;TRUE;2020-08-27;TRUE;FALSE;2;2024;23589,6;199544,1;"wn_25";"circle: IV2021020312441990; square: IV2021020313074317"
"42";"4_2";FALSE;"2120";"2120";100;"507129_v2018";1;1009077;4;TRUE;2019-10-17;TRUE;FALSE;1;2023;55805,1;219060,2;"1009077";"circle: IV2020031719500282; square: IV2020031719541234"
"43";"40_2";TRUE;"2170";"2170";40;"561349_v2018";1;32685873;40;TRUE;2018-08-23;TRUE;FALSE;1;2022;32148;202792,3;"10186545_2170";"circle: IV2019021811495237; square: IV2019021812584035"
"44";"41682_1";FALSE;"4010";"4010";100;"559859_v2014";0;41682;41682;FALSE;NA;TRUE;FALSE;2;NA;221501,6;190126,1;NA;NA
"45";"42161_1";TRUE;"2180";"2180";98;"490473_v2020";1;38003889;42161;TRUE;2020-09-21;TRUE;FALSE;2;2024;25464,9;199369,9;"kd_05";"circle: IV2020113017361075; square: IV2020113017513017"
"46";"45430_1";FALSE;"2330";"2330_bu";100;"533349_v2020";0;45430;45430;FALSE;NA;TRUE;TRUE;1;NA;212157,592;213838,1136;NA;NA
"47";"530485_2";FALSE;"2180";"2180";100;"638175_v2014";0;4724789;530485;TRUE;2022-08-04;TRUE;FALSE;3;2026;71869,6;226222,1;"530485";"circle: IV2022092721053921; square: IV2022092721074784"
"48";"6_1";TRUE;"2130";"2130_hd";25;"439140_v2016";1;19757233;6;TRUE;2019-10-25;TRUE;TRUE;1;2023;29441,8;201309,7;"1013937_2130_hd";"circle: IV2020041011500716; square: IV2020041011550603"
"49";"601649_2";FALSE;"2160";"2160";20;"606676_v2018";0;2993713;601649;TRUE;2021-08-17;TRUE;FALSE;2;2025;29917,6;203278,1;"601649";"circle: IV2022050417391801; square: IV2022050417433569"
"50";"69173_1";FALSE;"1330";"1330_da";80;"589297_v2014";1;69173;69173;FALSE;NA;TRUE;TRUE;1;NA;80029,591973471;228494,113583292;NA;NA
"51";"7318_1";FALSE;"6510";"6510_hu";60;"493226_v2018";1;7318;7318;FALSE;NA;TRUE;TRUE;1;NA;166109,592;204974,1136;NA;NA
"52";"76406_1";FALSE;"2310";"2310";100;"641752_v2020";0;76406;76406;FALSE;NA;TRUE;FALSE;1;NA;214941,592;207342,1136;NA;NA
"53";"77970_1";FALSE;"7140";"7140_mrd";90;"550302_v2018";1;77970;77970;FALSE;NA;TRUE;FALSE;2;NA;240637,6;208782,1;NA;NA
"54";"8786_1";FALSE;"4030";"4030";100;"559707_v2014";0;8786;8786;FALSE;NA;TRUE;FALSE;1;NA;242749,6;192974,1;NA;NA
"55";"88117_1";FALSE;"2130";"2130_hd";60;"645050_v2014";0;88117;88117;TRUE;2020-09-15;TRUE;TRUE;3;2027;72445,6;226414,1;"88117";"circle: IV2021020913514220; square: IV2021020914032298"
"56";"8893_1";FALSE;"2310";"2310";100;"447821_v2018";1;8893;8893;FALSE;NA;TRUE;FALSE;1;NA;152797,6;232782,1;NA;NA
"57";"92_1";FALSE;"2190";"2190_mp";NA;"487758_v2020";1;10809137;92;TRUE;2018-08-14;TRUE;FALSE;1;2022;33277,6;203438,1;"10809137";"circle: IV2019022019283436; square: IV2019022019311405"
"58";"101169_1";FALSE;"2130";"2130_hd";90;"517081_v2020";0;101169;101169;FALSE;NA;TRUE;FALSE;1;NA;35901,6;206350,1;NA;NA
"59";"1030321_1";FALSE;"2160";"2160";70;"511555_v2020";0;1030321;1030321;TRUE;2022-09-28;TRUE;FALSE;3;2026;28957,6;201390,1;"1030321";"circle: IV2022092815443395; square: IV2022092815453624"
"60";"10706_1";FALSE;"2310";"2310";100;"587326_v2014";1;10706;10706;FALSE;NA;TRUE;FALSE;1;NA;227869,6;193454,1;NA;NA
"61";"115158_1";FALSE;"2310";"2310";100;"592131_v2014";0;115158;115158;FALSE;NA;TRUE;FALSE;1;NA;179709,6;218222,1;NA;NA
"62";"12401_1";FALSE;"2120";"2120";100;"589733_v2014";0;12401;12401;TRUE;2021-08-11;TRUE;FALSE;2;2025;49405,6;215086,1;"12401";"circle: IV2022042716360493; square: IV2022042716401758"
"63";"1346134_2";FALSE;"6410";"6410_mo";NA;"623948_v2014";0;22317654;1346134;TRUE;2016-08-24;TRUE;TRUE;2;2024;174146;197569,7;"1346134";"circle: IV2017021416061568; square: IV2017021416161173"
"64";"134709_1";FALSE;"1330";"1330_da";100;"589520_v2014";1;134709;134709;FALSE;NA;TRUE;TRUE;1;NA;79869,591973471;228686,113583292;NA;NA
"65";"14150_1";FALSE;"6510";"6510_hu";70;"540237_v2018";0;14150;14150;FALSE;NA;TRUE;TRUE;1;NA;185117,591973471;166542,113583292;NA;NA
"66";"1470454_1";FALSE;"7140";"7140_oli";100;"591346_v2018";0;1470454;1470454;TRUE;2021-08-18;TRUE;TRUE;2;2025;189085,6;214798;"1470454";"circle: IV2022030716050881; square: IV2022030716265191"
"67";"20050_1";FALSE;"4030";"4030";80;"596133_v2014";0;20050;20050;FALSE;NA;TRUE;FALSE;1;NA;237629,6;189550,1;NA;NA
"68";"20406_1";FALSE;"4030";"4030";100;"421372_v2020";1;20406;20406;FALSE;NA;TRUE;FALSE;1;NA;218621,6;196750,1;NA;NA
"69";"21714_1";FALSE;"2330";"2330_bu";85;"380704_v2020";1;21714;21714;FALSE;NA;TRUE;TRUE;1;NA;219997,6;196526,1;NA;NA
"70";"236742_1";FALSE;"6410";"6410_mo";30;"571022_v2018";1;236742;236742;TRUE;2021-07-27;TRUE;TRUE;3;2026;164669,6;178286,1;"236742";"circle: IV2022032310310813; square: IV2022032311334666"
"71";"243758_2";FALSE;"6230";"6230_ha";30;"412111_v2018";0;2340910;243758;TRUE;2021-08-18;TRUE;TRUE;2;2025;189085,6;226478,1;"243758";"circle: IV2022032311463148; square: IV2022032312073377"
"72";"450229_1";FALSE;"1330";"1330_hpr";100;"449731_v2016";0;450229;450229;TRUE;2022-07-31;TRUE;TRUE;3;2027;69949,6;219758,1;"450229";"circle: IV2022092721093409; square: IV2022092721103353"
"73";"5422_1";FALSE;"4010";"4010";70;"560954_v2018";1;5422;5422;FALSE;NA;TRUE;FALSE;1;NA;188797,6;227918,1;NA;NA
"74";"54273_1";TRUE;"2180";"2180";100;"638188_v2014";1;12489729;54273;TRUE;2022-08-01;TRUE;FALSE;3;2026;55621,7;218584,6;"bd_02";"circle: IV2022092721073587; square: IV2022092721094472"
"75";"55058_1";FALSE;"2330";"2330_bu";100;"534483_v2016";0;55058;55058;FALSE;NA;TRUE;TRUE;1;NA;218973,6;202734,1;NA;NA
"76";"55473_1";TRUE;"2160";"2160";18;"570739_v2018";1;46913713;55473;TRUE;2021-08-19;TRUE;FALSE;2;2025;26433,4;200358,9;"hs_05";"circle: IV2022032121272563; square: IV2022032121314471"
"77";"58433_2";FALSE;"6230";"6230_hn";10;"533727_v2018";1;58433;58433;TRUE;2016-09-05;TRUE;TRUE;1;2022;76315,4;198871,2;"58433";"circle: IV2017012712420281; square: IV2017012713022515"
"78";"72_1";TRUE;"2170";"2170";55;"561267_v2018";1;37941041;72;TRUE;2018-08-24;TRUE;FALSE;1;2022;33099;203898,3;"10415921";"circle: IV2019032213402331; square: IV2019032213485629"
"79";"764081_1";FALSE;"2180";"2180";78;"511690_v2020";0;764081;764081;TRUE;2022-09-08;TRUE;FALSE;3;2026;26141,59;200046,11;"764081";NA
"80";"8_2";FALSE;"2130";"2130_hd";10;"507111_v2018";1;1015221;8;TRUE;2019-10-16;TRUE;TRUE;1;2023;60788,5;222448,3;"1015221";"circle: IV2020041015331970; square: IV2020041015454515"
"81";"80822_1";FALSE;"7140";"7140_meso";80;"380730_v2020";1;80822;80822;FALSE;NA;TRUE;TRUE;1;NA;213981,591973471;196750,113583292;NA;NA
"82";"84598_1";FALSE;"4010";"4010";90;"641631_v2020";0;84598;84598;FALSE;NA;TRUE;FALSE;3;NA;215261,592;208558,1136;NA;NA
"83";"9_2";FALSE;"2120";"2120";76;"645479_v2020";1;58299569;9;TRUE;2019-11-04;TRUE;FALSE;1;2023;23466,7;198599,1;"1021105";"circle: IV2020031520475153; square: IV2020031520570307"
"84";"94_1";FALSE;"2190";"2190_mp";NA;"517735_v2020";1;11071281;94;TRUE;2018-08-14;TRUE;FALSE;1;2022;33181,6;203502,1;"11071281";"circle: IV2019022111563297; square: IV2019022112005848"
"85";"9842_1";FALSE;"6510";"6510_hu";70;"329569_v2016";1;9842;9842;FALSE;NA;TRUE;TRUE;1;NA;223133,591973471;166830,113583292;NA;NA
"86";"100050_1";FALSE;"7140";"7140_oli";100;"386318_v2020";1;100050;100050;FALSE;NA;TRUE;TRUE;1;NA;224989,591973471;188910,113583292;NA;NA
"87";"11_2";FALSE;"2120";"2120";NA;"645439_v2014";1;40107317;11;TRUE;2019-10-28;TRUE;FALSE;1;2023;78029,4;228572,7;"1047861";"circle: IV2020032311244376; square: IV2020032311330161"
"88";"11218_1";FALSE;"4010";"4010";100;"561881_v2014";1;11218;11218;FALSE;NA;TRUE;FALSE;1;NA;230077,6;194510,1;NA;NA
"89";"120478_1";FALSE;"2310";"2310";90;"609978_v2018";0;120478;120478;FALSE;NA;TRUE;FALSE;1;NA;179677,592;223342,1136;NA;NA
"90";"122673_1";FALSE;"2120";"2120";100;"560524_v2018";0;122673;122673;TRUE;2021-08-10;TRUE;FALSE;3;2027;31933,7;204366,2;"122673";"circle: IV2022031620124918; square: IV2022031620180663"
"91";"13686_1";FALSE;"2310";"2310";100;"510064_v2018";1;13686;13686;FALSE;NA;TRUE;FALSE;1;NA;214493,597;216974,1235;NA;NA
"92";"1425286_1";FALSE;"6410";"6410_mo";NA;"611770_v2014";0;1425286;1425286;TRUE;2019-07-08;TRUE;TRUE;3;2027;177309,6;181390,1;"1425286";"circle: IV2020032013483546; square: IV2020032014100838"
"93";"1498102_2";FALSE;"7140";"7140_meso";100;"644450_v2020";0;51829750;1498102;TRUE;2018-06-06;TRUE;FALSE;1;2022;190749,6;214920,6;"1498102";"circle: IV2019010406260429; square: IV2019010406365884"
"94";"1792053_1";FALSE;"2160";"2160";100;"638269_v2014";0;1792053;1792053;TRUE;2022-08-04;TRUE;FALSE;3;2027;72861,6;226542,1;"1792053";"circle: IV2022092721054068; square: IV2022092721074006"
"95";"18_1";TRUE;"2130";"2130_hd";25;"439140_v2016";1;13727921;18;TRUE;2019-10-24;TRUE;TRUE;1;2023;29407,9;201671,7;"10057905_2130_hd";"circle: IV2020040610425244; square: IV2020040710495029"
"96";"183733_1";FALSE;"1330";"1330_hpr";100;"513665_v2020";1;183733;183733;TRUE;2022-09-21;TRUE;TRUE;3;2027;61725,6;220270,1;"183733";"circle: IV2022092720573255; square: IV2022092720593778"
"97";"20150_1";FALSE;"4030";"4030";100;"571837_v2018";0;20150;20150;FALSE;NA;TRUE;FALSE;1;NA;215645,6;186414,1;NA;NA
"98";"21430_1";FALSE;"4030";"4030";100;"594503_v2020";1;21430;21430;FALSE;NA;TRUE;FALSE;1;NA;216413,6;198958,1;NA;NA
"99";"25974_1";FALSE;"2330";"2330_bu";100;"402611_v2018";1;25974;25974;FALSE;NA;TRUE;TRUE;1;NA;213757,591973471;215182,113583292;NA;NA
"100";"26745_1";FALSE;"6510";"6510_hu";100;"553987_v2018";0;26745;26745;FALSE;NA;TRUE;TRUE;1;NA;148669,591973471;178510,113583292;NA;NA
"101";"315329_1";FALSE;"6230";"6230_ha";NA;"595003_v2014";0;315329;315329;TRUE;2016-08-30;TRUE;TRUE;1;2022;78493,7;202478,3;"315329";"circle: IV2017012015481765; square: IV2017012016215306"
"102";"343477_1";FALSE;"2130";"2130_hd";70;"645547_v2014";0;343477;343477;FALSE;NA;TRUE;FALSE;3;NA;59709,6;221774,1;NA;NA
"103";"398529_2";FALSE;"6410";"6410_mo";NA;"494241_v2020";1;21370049;398529;TRUE;2016-06-28;TRUE;TRUE;1;2023;86335,2;203557,4;"398529";"circle: IV2017020312255416; square: IV2017020313004098"
"104";"46662_1";FALSE;"6510";"6510_hu";100;"411935_v2020";1;46662;46662;FALSE;NA;TRUE;TRUE;1;NA;169565,6;167438,1;NA;NA
"105";"59090_1";FALSE;"6230";"6230_ha";10;"409732_v2018";1;59090;59090;TRUE;2016-08-18;TRUE;TRUE;1;2022;224157,7;189710,2;"59090";"circle: IV2017012522043706; square: IV2017012522232265"
"106";"61814_1";FALSE;"2330";"2330_bu";60;"473243_v2018";0;61814;61814;FALSE;NA;TRUE;TRUE;1;NA;211293,592;214062,1136;NA;NA
"107";"64821_1";TRUE;"2180";"2180";100;"501729_v2020";1;19332405;64821;TRUE;2020-09-14;TRUE;FALSE;2;2024;77914;228034,6;"zw_17";"circle: IV2021021118354522; square: IV2021021208503675"
"108";"64949_1";TRUE;"2160";"2160";50;"581557_v2014";1;66780597;64949;TRUE;2020-07-14;TRUE;FALSE;2;2024;59305;221256,8;"bd_13";"circle: IV2021011409405597; square: IV2021011409434206"
"109";"658869_1";FALSE;"1330";"1330_hpr";100;"479421_v2018";0;658869;658869;FALSE;NA;TRUE;TRUE;1;NA;61053,59;219438,1;NA;NA
"110";"95_1";TRUE;"2170";"2170";55;"561267_v2018";1;13627185;95;TRUE;2018-07-23;TRUE;FALSE;1;2022;32651;203722;"11530033";"circle: IV2019021818015534; square: IV2019021818054897"
"111";"98_1";TRUE;"2190";"2190_mp";20;"641402_v2014";1;28700465;98;TRUE;2018-07-23;TRUE;FALSE;1;2022;32606;203776;"11923249_2190_mp";"circle: IV2019022112420450; square: IV2019022112451373"
"112";"100_2";FALSE;"2170";"2170";40;"561349_v2018";1;12054321;100;TRUE;2018-09-20;TRUE;FALSE;1;2023;32536,5;203350,6;"12054321";"circle: IV2019022016562144; square: IV2019022016595035"
"113";"102_2";FALSE;"2190";"2190_mp";NA;"487758_v2020";1;12431153;102;TRUE;2018-08-21;TRUE;FALSE;1;2022;33434,2;203344,5;"12431153";"circle: IV2019022019402585; square: IV2019022019432327"
"114";"103094_2";FALSE;"7140";"7140_meso";20;"485062_v2018";1;103094;103094;TRUE;2016-09-15;TRUE;TRUE;1;2023;213355,2;187661,1;"103094";"circle: IV2017021515592266; square: IV2017021516075256"
"115";"107697_1";FALSE;"2180";"2180";98;"490473_v2020";1;107697;107697;TRUE;2022-08-31;TRUE;FALSE;3;2026;25885,6;198830,1;"107697";NA
"116";"11742_1";FALSE;"4010";"4010";100;"585677_v2020";1;11742;11742;FALSE;NA;TRUE;FALSE;1;NA;164701,6;228078,1;NA;NA
"117";"12_2";FALSE;"2120";"2120";84;"511687_v2020";1;56431793;12;TRUE;2019-10-31;TRUE;FALSE;1;2023;23130,4;199570;"1053873";"circle: IV2020031522020707; square: IV2020031522110295"
"118";"1274549_1";FALSE;"1330";"1330_hpr";100;"512776_v2018";0;1274549;1274549;FALSE;NA;TRUE;TRUE;1;NA;64413,59;221326,11;NA;NA
"119";"147062_1";FALSE;"2310";"2310";30;"473118_v2018";0;147062;147062;FALSE;NA;TRUE;FALSE;2;NA;212125,591973471;209582,113583292;NA;NA
"120";"147062_1";FALSE;"2330";"2330_bu";30;"473118_v2018";0;147062;147062;FALSE;NA;TRUE;TRUE;1;NA;212125,591973471;209582,113583292;NA;NA
"121";"1512886_2";FALSE;"7140";"7140_meso";NA;"426416_v2020";0;51844534;1512886;TRUE;2018-05-30;TRUE;FALSE;1;2023;206802,9;188543;"1512886";"circle: IV2019020512391292; square: IV2019020512553396"
"122";"163633_1";FALSE;"2120";"2120";100;"560873_v2018";0;163633;163633;FALSE;NA;TRUE;FALSE;1;NA;30653,59;203790,11;NA;NA
"123";"1892289_1";FALSE;"6410";"6410_mo";75;"508067_v2020";0;1892289;1892289;FALSE;NA;TRUE;TRUE;2;NA;76573,591973471;204014,113583292;NA;NA
"124";"20178_1";FALSE;"2310";"2310";100;"587082_v2014";1;20178;20178;FALSE;NA;TRUE;FALSE;1;NA;223997,6;193678,1;NA;NA
"125";"21_2";FALSE;"2130";"2130_hd";50;"572540_v2014";1;26859633;21;TRUE;2019-10-18;TRUE;TRUE;1;2023;51387,9;216181,2;"10082417";"circle: IV2020032606295641; square: IV2020032606512028"
"126";"212661_2";FALSE;"1330";"1330_hpr";100;"589192_v2016";1;212661;212661;TRUE;2015-08-13;TRUE;TRUE;1;2022;69383,7;220909,8;"212661";"circle: IV2017010617282387; square: IV2017010617362713"
"127";"26322_1";FALSE;"4030";"4030";100;"601212_v2018";1;26322;26322;FALSE;NA;TRUE;FALSE;1;NA;222973,6;188302,1;NA;NA
"128";"28902_1";FALSE;"6510";"6510_hu";100;"611883_v2014";0;28902;28902;FALSE;NA;TRUE;TRUE;1;NA;217469,6;172430,1;NA;NA
"129";"29406_1";FALSE;"2330";"2330_bu";80;"436632_v2018";1;29406;29406;FALSE;NA;TRUE;TRUE;1;NA;154397,591973471;232526,113583292;NA;NA
"130";"30290_1";FALSE;"4030";"4030";100;"423587_v2020";0;30290;30290;FALSE;NA;TRUE;FALSE;2;NA;240541,591973471;187054,113583292;NA;NA
"131";"323154_2";FALSE;"6230";"6230_hn";NA;NA;0;55832146;323154;TRUE;2016-07-29;TRUE;TRUE;1;2023;238346,8;187353,5;"323154";"circle: IV2017011212263384; square: IV2017011215122813"
"132";"480306_1";FALSE;"6410";"6410_mo";30;"669144_v2014";1;480306;480306;TRUE;2018-06-13;TRUE;TRUE;2;2025;221341,6;175374,1;"480306";"circle: IV2019020910455730; square: IV2019020910570357"
"133";"64777_1";FALSE;"6230";"6230_ha";85;"609005_v2018";1;64777;64777;TRUE;2022-08-18;TRUE;TRUE;3;2027;118301,6;207886,1;"64777";"circle: IV2022092721033366; square: IV2022092721054994"
"134";"67697_1";FALSE;"2160";"2160";80;"638498_v2014";1;67697;67697;TRUE;2020-07-10;TRUE;FALSE;2;2024;53437,6;217230,1;"67697";"circle: IV2021011317581609; square: IV2021011318514943"
"135";"47446_1";FALSE;"6510";"6510_hu";100;"412794_v2020";1;47446;47446;FALSE;NA;TRUE;TRUE;1;NA;184125,6;189198,1;NA;NA
"136";"47446_2";FALSE;"6510";"6510_hu";100;"412794_v2020";1;47446;47446;FALSE;NA;TRUE;TRUE;1;NA;184125,981;189199,884;NA;NA
"137";"103_1";FALSE;"2170";"2170";40;"561349_v2018";1;12545841;103;TRUE;2018-09-20;TRUE;FALSE;1;2023;32381,6;203118,1;"12545841";"circle: IV2019022017090395; square: IV2019022017120928"
"138";"107830_2";FALSE;"7140";"7140_meso";NA;"468343_v2018";1;49390902;107830;TRUE;2018-05-30;TRUE;TRUE;3;2026;193442,4;189439,4;"107830";"circle: IV2019020510392459; square: IV2019020510571326"
"139";"107957_1";TRUE;"2180";"2180";100;"638214_v2014";1;27431937;107957;TRUE;2022-08-29;TRUE;FALSE;3;2026;55419,5;218288,1;"bd_01";NA
"140";"112_2";FALSE;"2190";"2190_mp";100;"624732_v2014";1;16772913;112;TRUE;2018-08-20;TRUE;FALSE;1;2023;32725;203591;"16772913";"circle: IV2019022112142789; square: IV2019022112243061"
"141";"14_2";FALSE;"2120";"2120";50;"497306_v2020";1;10010417;14;TRUE;2019-10-24;TRUE;FALSE;1;2023;31262,3;202466,2;"10010417";"circle: IV2020031622542410; square: IV2020031622591285"
"142";"1461001_2";FALSE;"1330";"1330_hpr";100;"449423_v2016";0;26626825;1461001;TRUE;2018-06-14;TRUE;TRUE;1;2022;106732,1;216298,2;"1461001";"circle: IV2019011414351048; square: IV2019011415092985"
